Iteration,MeasuredDistance(m),Percent(%),PercentageAbs(%)
582,4081.0625,102.02657,2.026572
583,4082.427,102.06065,2.0606766
584,4084.925,102.12312,2.1231284
585,4088.7004,102.217514,2.2175145
586,4089.5493,102.23875,2.2387366
587,4080.577,102.01443,2.0144281
588,4076.0679,101.90171,1.9017032
589,4081.47,102.03674,2.0367436
590,4080.6958,102.0174,2.017395
591,4086.6504,102.16625,2.1662588
592,4092.1687,102.304214,2.3042147
593,4091.5078,102.28771,2.2877107
594,4090.5405,102.26352,2.2635114
595,4083.1453,102.07864,2.078632
596,4082.597,102.06494,2.0649338
597,4088.3237,102.20811,2.2081053
598,4089.5085,102.237724,2.2377248
599,4089.8079,102.24521,2.2452028
600,4087.398,102.18495,2.1849582
601,4092.5266,102.313156,2.3131645
602,4087.272,102.18179,2.1817944
603,4083.0403,102.07603,2.0760176
604,4089.1477,102.22871,2.2287014
605,4091.8848,102.297134,2.2971256
606,4089.3464,102.23368,2.2336795
607,4085.765,102.14412,2.1441193
608,4083.5222,102.08806,2.0880637
609,4085.811,102.14528,2.1452692
610,4085.739,102.14347,2.1434703
611,4086.0664,102.15167,2.1516635
612,4091.9304,102.29826,2.2982676
613,4091.9336,102.29834,2.2983365
614,4089.5884,102.23971,2.239707
615,4093.563,102.339066,2.3390656
616,4096.3145,102.40785,2.407855
617,4082.4194,102.060486,2.0604885
618,4090.4,102.259995,2.2600026
619,4087.1438,102.1786,2.1785867
620,4089.7222,102.24307,2.2430642
621,4084.2449,102.106125,2.1061294
622,4087.205,102.18013,2.180121
623,4089.409,102.235214,2.2352262
624,4100.0396,102.50099,2.5009837
625,4097.564,102.4391,2.4391012
626,4092.7878,102.319695,2.3196905
627,4089.6965,102.24241,2.2424068
628,4085.5774,102.13945,2.139442
629,4082.8433,102.07109,2.071088
630,4091.3481,102.28369,2.2836902
631,4099.697,102.49241,2.4924228
632,4093.8984,102.34746,2.3474534
633,4089.011,102.225266,2.2252672
634,4084.2937,102.107346,2.1073375
635,4085.4934,102.13733,2.1373298
636,4086.4336,102.160866,2.160853
637,4088.5703,102.214264,2.214267
638,4090.2812,102.257034,2.2570388
639,4089.5786,102.23946,2.2394633
640,4082.571,102.06428,2.0642824
641,4085.8762,102.14691,2.1468997
642,4089.565,102.23911,2.2391233
643,4092.5078,102.312706,2.3127007
644,4091.0735,102.276825,2.2768252
645,4090.9883,102.274704,2.2747064
646,4092.661,102.31652,2.3165116
647,4098.1533,102.453835,2.4538364
648,4097.59,102.43974,2.4397397
649,4096.7114,102.4178,2.417791
650,4090.14,102.25349,2.2534904
651,4089.1836,102.229576,2.2295864
652,4091.213,102.280334,2.280334
653,4088.9558,102.22389,2.2239015
654,4088.7427,102.21857,2.2185626
655,4088.412,102.210304,2.2103097
656,4085.773,102.144295,2.1443114
657,4090.8945,102.27235,2.2723587
658,4095.0593,102.37648,2.3764868
659,4100.5063,102.51265,2.5126433
660,4097.918,102.44795,2.4479532
661,4097.3433,102.43359,2.4335837
662,4095.7449,102.39362,2.3936296
663,4094.2812,102.35703,2.3570244
664,4098.44,102.461,2.4610045
665,4100.317,102.50791,2.5079093
666,4101.402,102.53505,2.5350394
667,4100.671,102.51677,2.5167851
668,4098.7104,102.46775,2.4677498
669,4087.0012,102.175026,2.1750264
670,4088.5984,102.21495,2.214951
671,4094.1711,102.35426,2.3542676
672,4098.673,102.46682,2.4668245
673,4099.5664,102.48916,2.48916
674,4102.1704,102.55424,2.5542512
675,4098.3955,102.459885,2.4598982
676,4101.7656,102.54411,2.5441284
677,4100.1313,102.50327,2.503283
678,4097.0576,102.42643,2.426436
679,4097.631,102.44076,2.4407542
680,4098.459,102.461464,2.4614623
681,4104.016,102.60039,2.6004055
682,4105.3896,102.63475,2.634747
683,4100.397,102.509926,2.5099282
684,4102.811,102.570274,2.5702686
685,4104.5913,102.614784,2.614779
686,4100.282,102.50706,2.5070655
687,4097.86,102.446495,2.4464898
688,4098.578,102.464455,2.4644532
689,4098.72,102.46802,2.4680173
690,4101.3896,102.534744,2.5347457
691,4101.6064,102.54016,2.540162
692,4104.497,102.61243,2.6124227
693,4101.339,102.53347,2.5334785
694,4100.5938,102.51485,2.514859
695,4097.88,102.447,2.4470053
696,4101.6055,102.54012,2.540132
697,4100.571,102.514244,2.514254
698,4100.6934,102.51735,2.5173414
699,4106.6123,102.665306,2.6653106
700,4112.8525,102.821304,2.8213038
701,4111.3604,102.78402,2.784019
702,4105.342,102.63353,2.6335368
703,4103.5615,102.589035,2.589045
704,4109.355,102.73389,2.7338874
705,4111.708,102.79269,2.7926853
706,4117.466,102.936646,2.9366403
707,4104.8535,102.62135,2.6213448
708,4101.203,102.530075,2.530068
709,4106.132,102.6533,2.6532977
710,4103.825,102.59563,2.5956497
711,4106.5845,102.6646,2.6645987
