Iteration,MeasuredDistance(m),Percent(%),PercentageAbs(%)
1485,4032.5906,100.814766,0.81476593
1488,4035.351,100.88377,0.8837738
1491,4005.191,100.129776,0.129776
1494,4037.751,100.94377,0.94377136
1497,4036.9075,100.92268,0.9226837
1500,4018.1804,100.454506,0.45450592
1503,4021.7705,100.544266,0.54426575
1506,4021.1768,100.52942,0.52941895
1509,4027.712,100.692795,0.6927948
1512,4038.5942,100.96486,0.964859
1515,4013.0647,100.326614,0.32661438
1518,4031.6624,100.791565,0.79156494
1521,4015.302,100.382545,0.38254547
1524,4039.0173,100.97543,0.97543335
1527,4000.2395,100.00598,0.0059814453
1530,4010.5745,100.26436,0.26435852
1533,4004.2817,100.10705,0.107048035
1536,4030.7402,100.76851,0.7685089
1539,4002.4941,100.062355,0.06235504
1542,4017.517,100.43793,0.43792725
1545,4041.9126,101.04781,1.0478134
1548,4016.5327,100.41332,0.41332245
1551,4027.7468,100.69367,0.6936722
1554,4004.1814,100.10453,0.104530334
1557,4009.813,100.24533,0.24533081
1560,4029.6208,100.740524,0.7405243
1563,4005.76,100.144,0.14399719
1566,4013.9976,100.34994,0.34993744
1569,4032.192,100.804794,0.8047943
1572,4024.3066,100.607666,0.607666
1575,4016.7383,100.41845,0.4184494
1578,4036.6235,100.91559,0.9155884
1581,4012.7397,100.31849,0.31848907
1584,4041.7314,101.04329,1.0432892
1587,4008.7048,100.21762,0.21762085
1590,4026.7998,100.66999,0.66999054
1593,4030.978,100.77445,0.7744522
1596,4034.887,100.87217,0.8721695
1599,4011.681,100.29202,0.2920227
1602,4033.551,100.838776,0.83877563
1605,4008.5195,100.21298,0.21298218
1608,4016.2776,100.40694,0.40693665
1611,4017.3982,100.43495,0.43495178
1614,4031.3647,100.78412,0.78411865
1617,4010.1187,100.25297,0.25296783
1620,4026.3835,100.659584,0.65958405
1623,4042.0994,101.05248,1.0524826
1626,4020.8804,100.52201,0.5220108
1629,4032.3264,100.80817,0.8081665
1632,4043.8835,101.097084,1.097084
1635,4035.7852,100.89462,0.8946228
1638,4006.208,100.155205,0.15520477
1641,4008.198,100.204956,0.20495605
1644,4042.9497,101.073746,1.0737457
1647,4022.539,100.56348,0.56347656
1650,4013.213,100.33032,0.33032227
1653,4044.363,101.10908,1.1090775
1656,4016.25,100.40625,0.40625
1659,4037.6792,100.94198,0.94197845
1662,4004.3672,100.10918,0.109176636
1665,4013.4229,100.33557,0.3355713
1668,4017.0432,100.42608,0.4260788
1671,4043.4778,101.086945,1.0869446
1674,4003.2766,100.08192,0.08191681
1677,4018.2668,100.45667,0.45667267
1680,4044.793,101.11983,1.1198273
1683,4000.4648,100.01163,0.011627197
1686,4019.8958,100.49739,0.49739075
1689,4032.269,100.806725,0.80672455
1692,4005.883,100.14708,0.14707947
1695,4012.115,100.30287,0.3028717
1698,4023.7954,100.59488,0.59487915
1701,4043.3115,101.08279,1.0827866
1704,4001.7085,100.04271,0.04270935
1707,4025.5154,100.637886,0.63788605
1710,4037.3608,100.93402,0.934021
1713,4005.538,100.13845,0.13845062
1716,4025.1648,100.62912,0.6291199
1719,4037.373,100.934326,0.9343262
1722,4033.168,100.8292,0.82920074
1725,4022.4365,100.56091,0.5609131
1728,4018.1091,100.45273,0.45272827
1731,4043.8362,101.09591,1.0959091
1734,4034.328,100.85819,0.85819244
1737,4014.262,100.356544,0.3565445
1740,4036.216,100.905396,0.9053955
1743,4047.2747,101.18187,1.1818695
1746,4002.9038,100.07259,0.07259369
1749,4038.548,100.9637,0.96369934
1752,4034.598,100.864944,0.86494446
1755,4046.1143,101.15286,1.1528625
1758,4019.2844,100.48211,0.48210907
1761,4044.2444,101.10611,1.1061096
1764,4012.1946,100.30487,0.3048706
1767,4046.2898,101.15724,1.1572418
1770,4032.1572,100.80393,0.8039322
1773,4001.996,100.049904,0.04990387
1776,4012.0942,100.30236,0.30236053
1779,4016.8804,100.422005,0.4220047
1782,4020.521,100.51302,0.5130234
1785,4041.118,101.02795,1.0279465
1788,4012.158,100.30395,0.30394745
1791,4018.8936,100.472336,0.47233582
1794,4027.6274,100.69069,0.6906891
1797,4035.3154,100.88288,0.88288116
1800,4045.9697,101.14924,1.1492386
1803,4015.7805,100.394516,0.394516
1806,4026.8235,100.670586,0.67058563
1809,4038.2795,100.95699,0.9569931
1812,4047.6885,101.19221,1.1922073
1815,4008.4883,100.212204,0.21220398
1818,4013.719,100.34298,0.34297943
1821,4045.92,101.148,1.1480026
1824,4007.932,100.198296,0.1982956
1827,4007.822,100.19555,0.19554901
1830,4040.2178,101.00545,1.0054474
1833,4004.7983,100.119965,0.1199646
1836,4007.2983,100.182465,0.1824646
