Iteration,MeasuredDistance(m),Percent(%),PercentageAbs(%)
619,4015.3965,100.38491,0.3848955
620,4015.8235,100.39558,0.3955402
621,4016.5457,100.41362,0.4137005
622,4016.1843,100.40472,0.40466708
623,4016.2273,100.40556,0.40561065
624,4015.7893,100.39477,0.39475247
625,4015.8945,100.39731,0.39734185
626,4016.6802,100.417,0.41699642
627,4016.4243,100.41051,0.41048265
628,4015.743,100.39355,0.39358842
629,4016.118,100.402916,0.4029569
630,4016.37,100.40929,0.4093268
631,4016.8716,100.421814,0.42177945
632,4016.3447,100.408485,0.40851447
633,4016.249,100.40623,0.4062794
634,4016.4434,100.41107,0.41105163
635,4016.677,100.417015,0.4169086
636,4016.796,100.41997,0.41991973
637,4016.3928,100.4099,0.40984228
638,4015.9788,100.3994,0.39941406
639,4016.6526,100.41619,0.41626406
640,4016.53,100.413284,0.41327178
641,4017.1638,100.42913,0.42909747
642,4016.5347,100.413284,0.41331857
643,4016.1907,100.404816,0.4048183
644,4017.2126,100.43037,0.43031895
645,4015.7485,100.393776,0.3937089
646,4017.076,100.42685,0.42688355
647,4016.9524,100.42379,0.42380998
648,4016.2412,100.40613,0.4060717
649,4017.0708,100.42685,0.42684206
650,4016.5427,100.41365,0.4136389
651,4017.0366,100.42581,0.4258919
652,4016.381,100.409645,0.40953466
653,4016.4976,100.41246,0.4124367
654,4016.381,100.40963,0.4095559
655,4017.0356,100.4258,0.42588592
656,4017.2483,100.43114,0.4311838
657,4017.0862,100.42711,0.427106
658,4017.2944,100.43233,0.43234846
659,4017.1494,100.42885,0.4288147
660,4017.5605,100.43911,0.4390134
661,4016.6077,100.41513,0.4151743
662,4016.9783,100.42441,0.42446032
663,4017.4456,100.43621,0.436126
664,4016.9924,100.42477,0.42478323
665,4017.4714,100.43671,0.43678337
666,4016.9355,100.42333,0.4233656
667,4017.0405,100.42602,0.42600825
668,4017.194,100.429924,0.42989713
669,4017.9246,100.44813,0.44811663
670,4017.0173,100.4255,0.42546847
671,4017.522,100.438,0.43803814
672,4017.4983,100.437386,0.43740883
673,4017.2112,100.43016,0.43024135
674,4016.9822,100.424614,0.42461368
675,4017.7827,100.444534,0.4445266
676,4017.3945,100.434845,0.43484136
677,4017.2415,100.431076,0.43102267
678,4017.2983,100.43247,0.43244138
679,4018.2766,100.45701,0.4569325
680,4017.7004,100.44253,0.4425128
681,4017.4524,100.436325,0.43628305
682,4017.405,100.435135,0.43508178
683,4017.5068,100.43772,0.43770304
684,4017.795,100.444786,0.44489062
685,4017.975,100.449394,0.4493714
686,4017.8826,100.447044,0.44702393
687,4017.6194,100.44042,0.44048834
688,4017.4077,100.43521,0.43520972
689,4017.5537,100.43878,0.4388292
690,4018.461,100.46155,0.461518
691,4017.7563,100.44378,0.44390827
692,4018.1902,100.454796,0.45474908
693,4017.93,100.44833,0.4482587
694,4017.2576,100.43146,0.43147105
695,4017.5085,100.437744,0.43766502
696,4018.5566,100.46398,0.46396863
697,4018.5723,100.46432,0.46430433
698,4017.5884,100.43972,0.43973976
699,4018.6838,100.46702,0.46710935
700,4017.8284,100.44581,0.44571137
701,4018.3015,100.45751,0.45750245
702,4018.799,100.469955,0.46996355
703,4018.2915,100.45726,0.4572136
704,4018.1262,100.45318,0.4531526
705,4018.0715,100.45176,0.45177528
706,4018.1956,100.45484,0.45482886
707,4018.725,100.468025,0.4680481
708,4018.1023,100.45254,0.45254552
709,4018.6543,100.466415,0.46633413
710,4018.3352,100.458405,0.45830712
711,4018.3955,100.459885,0.4598406
712,4018.5894,100.46473,0.46476692
713,4018.4695,100.46189,0.46181282
714,4018.0474,100.45119,0.45109794
715,4018.8638,100.47169,0.47167194
716,4018.259,100.45647,0.45648706
717,4018.5042,100.46264,0.4626286
718,4018.7368,100.46839,0.4684
719,4018.7427,100.46858,0.46858385
720,4018.1777,100.45437,0.45440444
721,4019.6375,100.490974,0.49098814
722,4018.928,100.47324,0.47323462
723,4018.9277,100.47325,0.47322565
724,4018.7925,100.46979,0.46976253
725,4019.2263,100.48066,0.4806595
726,4017.9998,100.44994,0.44998997
727,4018.949,100.47381,0.4737804
728,4018.8965,100.4725,0.472461
729,4019.518,100.488,0.48799586
730,4018.5142,100.46286,0.4628753
731,4018.79,100.4697,0.46972942
732,4018.889,100.472244,0.47220877
733,4018.5366,100.46343,0.46339536
734,4019.0552,100.476326,0.47636068
735,4018.6938,100.46736,0.46732545
736,4019.3884,100.48477,0.4847958
737,4019.1091,100.47776,0.4777102
738,4019.1804,100.47949,0.47949806
739,4018.9082,100.47265,0.47270152
